id,Source,Target,label
4363,John Taylor Gilman,Josiah Bartlett,Josiah Bartlett
4364,Samuel Osgood,John Hancock,John Hancock
4365,James Duane,George Clinton,George Clinton
4366,Ezra L'Hommedieu,George Clinton,George Clinton
4367,Elias Boudinot,William Livingston,William Livingston
4368,Ralph Izard,John Lowell,John Lowell
4369, North Carolina Delegates,Alexander 03tin,Alexander 03tin
4370,John Taylor Ciilman,Meshech Weare,Meshech Weare
4371, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4372,James Madison,Edmund Randolph,Edmund Randolph
4373,James Duane,George Clinton,George Clinton
4374,John Hanson,Estevan Miro,Estevan Miro
4375,James Madison,Edmund Pendleton,Edmund Pendleton
4376,David Howell,Nathanael Greene,Nathanael Greene
4377,Ezra L'Hommedieu,George Clinton,George Clinton
4378, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4379,James Madison,Edmund Randolph,Edmund Randolph
4380,Phillips White,Meshech Weare,Meshech Weare
4381,David Howell,Moses Brown,Moses Brown
4382,Elias Boudinot,Lewis Pintard,Lewis Pintard
4383,Eliphalet Dyer,Jonathan Trumbull,Jonathan Trumbull
4384, North Carolina Delegates,Alexander 03tin,Alexander 03tin
4385,James Madison,Edmund Randolph,Edmund Randolph
4386,Joseph Jones,Edmund Pendleton,Edmund Pendleton
4387,Ezra L'Hommedieu,George Clinton,George Clinton
4388,James Duane,George Clinton,George Clinton
4389,James Madison,Benjamin Harrison,Benjamin Harrison
4390,David Howell,Welcome Arnold,Welcome Arnold
4391,Samuel Wharton,George Read,George Read
4392,Ezra L'Hommedieu,George Clinton,George Clinton
4393,Hugh Williamson,Alexander 03tin,Alexander 03tin
4394,James Madison,Edmund Randolph,Edmund Randolph
4395,John Taylor Gilman,Meshech Weare,Meshech Weare
4396, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4397,James Madison,Edmund Randolph,Edmund Randolph
4398, President of Congress (Elias Boudinot),George Washington,George Washington
4399,James Madison,Edmund Randolph,Edmund Randolph
4400,Phillips White,Josiah Bartlett,Josiah Bartlett
4401,John Taylor Gilman,Meshech Weare,Meshech Weare
4402,Samuel Osgood,Henry Knox,Henry Knox
4403,James Duane,George Clinton,George Clinton
4404,Elias Boudinot,George Read,George Read
4405,Jonathan Arnold,William Greene,William Greene
4406, Rhode Island Delegates,William Greene,William Greene
4407,William Floyd,George Clinton,George Clinton
4408, New York Delegates,George Clinton,George Clinton
4409,William Floyd,James Duane,James Duane
4410, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4411,James Madison,Edmund Randolph,Edmund Randolph
4412,Elias Boudinot,John Lowell,John Lowell
4413,Elias Boudinot,Thomas Chittenden,Thomas Chittenden
4414, New Hampshire Delegates,Meshech Weare,Meshech Weare
4415,Abraham Oark,Elias Dayton,Elias Dayton
4416,John Taylor Gilman,Meshech Weare,Meshech Weare
4417, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4418,James Madison,Edmund Randolph,Edmund Randolph
4419,Jonathan .Arnold,William Greene,William Greene
4420,Daniel Carroll,William Paca,William Paca
4421,Elias Boudinot,Lewis Pintard,Lewis Pintard
4422,James Madison,Edmutid Randolph,Edmutid Randolph
4423,Elias Boudinot,Elias Dayton,Elias Dayton
4424,Phillips White,Meshech Weare,Meshech Weare
4425,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
4426,James Madi.son,Edmund Randolph,Edmund Randolph
4427, Virginia Delegates,Benjamin Harrison,Benjamin Harrison
4428,David Howell,Thomas Carder Hazard,Thomas Carder Hazard
4429,Charles Thomson,Samuel Hardy,Samuel Hardy
4430,Nathan Dane,Edward Pullen,Edward Pullen
4431,Nathan Dane,James Bowdoin,James Bowdoin
4432,Pierse Long,John Langdon,John Langdon
4433,James Monroe,Thomas Jefferson,Thomas Jefferson
4434,Samuel Livermore,John Langdon,John Langdon
4435,Nathan Dane,Samuel Phillips,Samuel Phillips
4436,James Monroe,William Short,William Short
4437, Chairman of Congress (David Ramsay),Certain States,Certain States
4438,Nathan Dane,John Choate,John Choate
4439,Nathan Dane,Jacoh Wtlet,Jacoh Wtlet
4440,Charles Thomson, Several States, Several States
4441,Rufus King,John Adams,John Adams
4442,Rufus King,John Adams,John Adams
4443,Nathan Dane,Samuel Holten,Samuel Holten
4444,Samuel Livermore,John Langdon,John Langdon
4445,James Monroe,James Madison,James Madison
4446,David Ramsay,Benjamin Rush,Benjamin Rush
4447,Pierse Long,John Langdon,John Langdon
4448,Nathan Dane,odore Sedgwick,odore Sedgwick
4449,Nathan Dane,Thomas Dwight,Thomas Dwight
4450,Nathan Dane,Samuel Adams,Samuel Adams
4451,James Monroe,James Madison,James Madison
4452,Nathan Dane,Justin Ely,Justin Ely
4453,Henry Lee,James Madison,James Madison
4454,Stephen Mix Mitchell,William Samuel Johnson,William Samuel Johnson
4455,Charles Thomson, State of Rhode Island, State of Rhode Island
4456,Charles Thomson, State of Delaware, State of Delaware
4457,Charles Thomson, State of North Carolina, State of North Carolina
4458,Charles Thomson,Certain States,Certain States
4459,John Kean,John Jay,John Jay
4460,Charles Thomson, Several States, Several States
4461,Charles Thomson,Cyrus Griffin,Cyrus Griffin
4462,Charles Thomson,George Read,George Read
4463,Henry Lee,George Washington,George Washington
4464,Charles Thomson,Benjamin Franklin,Benjamin Franklin
4465,Charles Thomson,Certain States,Certain States
4466, South Carolina Delegates,William Moultrie,William Moultrie
4467,Rufus King,James Bowdoin,James Bowdoin
4468,Nathaniel Gorham,James Warren,James Warren
4469,Charles Thomson,Charles Pinckney,Charles Pinckney
4470,Charles Thomson,Nathaniel Gorham,Nathaniel Gorham
4471,Charles Thomson,William Grayson,William Grayson
4472,Stephen Mix Mitchell,Oliver Wolcott jr.,Oliver Wolcott jr.
4473,John Bayard,John Nicholson,John Nicholson
4474,David Ramsay,Henry Knox,Henry Knox
4475,William Hindman,unknown,unknown
4476,Charles Pinckney,Speech before New Jersey Assembly,Speech before New Jersey Assembly
4477,Charles Thomson,William Livingston,William Livingston
4478,William Grayson,Henry Knox,Henry Knox
4479,Pierse Long,John Langdon,John Langdon
4480,James Monroe,James Madison,James Madison
4481,William Grayson,James Madison,James Madison
4482,William Grayson,Richard Henry Lee,Richard Henry Lee
4483,Pierse Long,John Langdon,John Langdon
4484,Rufus King,Elbridge Gerry,Elbridge Gerry
4485, Maryland Delegates,William Small wood,William Small wood
4486,Nathaniel Gorham,James Bowdoin,James Bowdoin
4487, Maryland Delegates,William Smallwood,William Smallwood
4488,Rufus King,Elbridge Gerry,Elbridge Gerry
4489,Nathaniel Peabody,John Langdon,John Langdon
4490, Connecticut Delegates,Matw Griswold,Matw Griswold
4491,Edward Carrington,Timothy Pickering,Timothy Pickering
4492,Edward Carrington,Timothy Pickering,Timothy Pickering
4493,Charles Thomson,Benjamin Hawkins,Benjamin Hawkins
4494,Rufus King,Elbridge Gerry,Elbridge Gerry
4495,James Monroe,John Jay,John Jay
4496,Henry Lee,George Washington,George Washington
4497,Charles Thomson, Several States, Several States
4498,Rufus King,Jonathan Jackson,Jonathan Jackson
4499, Maryland Delegates,William Smallwood,William Smallwood
4500,Nathan Dane,Thomas Ivers,Thomas Ivers
4501,Rufus King,Elbridge Gerry,Elbridge Gerry
4502,Thomas Rodney,Diary,Diary
4503,Stephen Mix Mitchell,Jeremiah Wadsworth,Jeremiah Wadsworth
4504,David Ramsay,Benjamin Rush,Benjamin Rush
4505,Thomas Rodney,Diary,Diary
4506,Timothy Bloodworth,Richard Caswell,Richard Caswell
4507,Roger Alden,John Jay,John Jay
4508,Rufus King,John Adams,John Adams
4509,Thomas Rodney,Diary,Diary
4510,Rufus King,John Adams,John Adams
4511,Rufus King,Elbridge Gerry,Elbridge Gerry
4512, Pennsylvania Delegates,Benjamin Franklin,Benjamin Franklin
4513,Charles Thomson,Azariah Horton,Azariah Horton
4514,Charles Thomson,Richard Claiborne,Richard Claiborne
4515, Maryland Delegates,William Smallwood,William Smallwood
4516,James Monroe,Thomas Jefferson,Thomas Jefferson
4517,Rufus King,Elbridge Gerry,Elbridge Gerry
4518,Charles Pettit,Jeremiah Wadsworth,Jeremiah Wadsworth
4519,Charles Thomson,Benjamin Franklin,Benjamin Franklin
4520,James Manning,Hezekiah Smith,Hezekiah Smith
4521,Stephen Mix Mitchell,Oliver Wolcott jr.,Oliver Wolcott jr.
4522,James Manning,Nathan Miller,Nathan Miller
4523,Pierse Long,John Langdon,John Langdon
4524,James Monroe,Richard Henry Lee,Richard Henry Lee
4525,James Manning,John Collins,John Collins
4526,Nathan Miller,James Manning,James Manning
4527,Charles Pettit,Jeremiah Wadsworth,Jeremiah Wadsworth
4528,William Grayson,George Washington,George Washington
4529,William Grayson,James Madison,James Madison
4530,James Monroe,James Madison,James Madison
4531,Charles Thomson,Certain States,Certain States
4532,Pierse Long,John Langdon,John Langdon
4533,Rufus King,Elbridge Gerry,Elbridge Gerry
4534,William Blount,Richard Caswell,Richard Caswell
4535,Rufus King,Elbridge Gerry,Elbridge Gerry
4536,Rufus King,Elbridge Gerry,Elbridge Gerry
4537,James Manning,Nathan Miller,Nathan Miller
4538,Rufus King,Elbridge Gerry,Elbridge Gerry
4539, Virginia Delegates,Patrick Henry,Patrick Henry
4540,James White,Richard Caswell,Richard Caswell
4541, Pennsylvania Delegates,Benjamin Franklin,Benjamin Franklin
4542,Nathan Dane,James Bowdoin,James Bowdoin
4543,Rufus King,Elbridge Gerry,Elbridge Gerry
4544,Rufus King,Jonathan Jackson,Jonathan Jackson
4545,James Manning,Nathan Miller,Nathan Miller
4546,Charles Thomson, Commissioners for Indian Affairs of Middle Department, Commissioners for Indian Affairs of Middle Department
4547,Charles Thomson, Commissioners for Indian Affairs of Norrn Department, Commissioners for Indian Affairs of Norrn Department
4548,James Monroe,Thomas Jefferson,Thomas Jefferson
4549,Rufus King,Elbridge Gerry,Elbridge Gerry
4550,Stephen Mix Mitchell,William Samuel Johnson,William Samuel Johnson
4551,Richard Henry Lee,Nathaniel Gorham,Nathaniel Gorham
4552,James Manning,John Collins,John Collins
4553,Charles Thomson,John Jay,John Jay
4554,Charles Thomson, Judges of Court of Appeals, Judges of Court of Appeals
4555, Pennsylvania Delegates,Benjamin Franklin,Benjamin Franklin
4556,Charles Thomson, Several States, Several States
4557,Charles Pettit,James Wilson,James Wilson
4558,Charles Thomson,Patrick Henry,Patrick Henry
4559,Charles Thomson,John Jay,John Jay
4560,Henry Lee,George Washington,George Washington
4561,Rufus King,Elbridge Gerry,Elbridge Gerry
4562, Virginia Delegates,Patrick Henry,Patrick Henry
4563,Rufus King,Elbridge Gerry,Elbridge Gerry
4564,William Blount,Richard Caswell,Richard Caswell
4565,Charles Thomson,Patrick Henry,Patrick Henry
4566,James Monroe,Thomas Jefferson,Thomas Jefferson
4567, Virginia Delegates,Patrick Henry,Patrick Henry
4568,William Gumming,Richard Caswell,Richard Caswell
4569,Charles Thomson,Certain States,Certain States
4570,Rufus King,James Monroe,James Monroe
4571,William Samuel Johnson,Richard Jackson,Richard Jackson
4572,Charles Pettit,Charles Biddle,Charles Biddle
4573,James Manning,Samuel Jones,Samuel Jones
4574,William Cumming,Richard Caswell,Richard Caswell
4575,Charles Pettit,Benjamin Franklin,Benjamin Franklin
4576,Pierse Long,John Langdon,John Langdon
4577,Pierse Long,John Sullivan,John Sullivan
4578,odore Sedgwick,Caleb Strong,Caleb Strong
4579, Maryland Delegates,William Smallwood,William Smallwood
4580,Henry Lee,George Washington,George Washington
4581,Stephen Mix Mitchell,William Samuel Johnson,William Samuel Johnson
4582,James Monroe,James Madison,James Madison
4583,Nathan Dane,Rufus King,Rufus King
4584,James White,John Sullivan,John Sullivan
4585,Charles Thomson,Certain States,Certain States
4586,James Monroe,Patrick Henry,Patrick Henry
4587,Rufus King,Elbridge Gerry,Elbridge Gerry
4588,Charles Thomson, Governor of North Carolina, Governor of North Carolina
4589,Charles Thomson, Governor of South Carolina, Governor of South Carolina
4590,Charles Thomson, Governor of Georgia, Governor of Georgia
4591,James Monroe,James Madison,James Madison
4592,Charles Thomson,Minutes of Proceedings,Minutes of Proceedings
4593,James Monroe,John Sullivan,John Sullivan
4594,James Monroe,George Clinton,George Clinton
4595, Virginia Delegates,Motion,Motion
4596,Timothy Bloodworth,Richard Caswell,Richard Caswell
4597,William Samuel Johnson,Notes of Debates,Notes of Debates
4598,Rufus King,Nathan Dane,Nathan Dane
4599,Charles Thomson,Minutes of Proceedings,Minutes of Proceedings
4600, Virginia Delegates,Motion,Motion
4601,Charles Thomson,Walter Livingston ,Walter Livingston 
4602,Charles Thomson,Comfort Sands,Comfort Sands
4603,James Monroe,Thomas Jefferson,Thomas Jefferson
4604,Lambert Cadwalader,James Monroe,James Monroe
4605,James Monroe,George Washington,George Washington
4606,William Samuel Johnson,Speech in Congress,Speech in Congress
4607,Charles Thomson,Minutes of Proceedings,Minutes of Proceedings
4608,James Manning,Samuel Jones,Samuel Jones
4609,Charles Thomson, Inhabitants of Kaskaskias, Inhabitants of Kaskaskias
4610,Samuel Livermore,John Sullivan,John Sullivan
4611,Timothy Bloodworth,Richard Caswell,Richard Caswell
4612,Charles Thomson, Reverend John Ettwein, Reverend John Ettwein
4613,Samuel Livermore,John Sullivan,John Sullivan
4614,Rufus King,Elbridge Gerry,Elbridge Gerry
4615,Rufus King,Elbridge Gerry,Elbridge Gerry
4616,Timothy Bloodworth,Richard Caswell,Richard Caswell
4617,John Henry,William Smallwood,William Smallwood
4618,James Monroe,James Madison,James Madison
4619,James Monroe,James Madison,James Madison
4620,Charles Thomson,John Sullivan,John Sullivan
4621,Rufus King,Jonathan Jackson,Jonathan Jackson
4622,James Monroe,James Madison,James Madison
4623,Timothy Bloodworth,Richard Caswell,Richard Caswell
4624,Henry Lee,George Washington,George Washington
4625,James Monroe,James Madison,James Madison
4626,Rufus King,Note,Note
4627,Stephen Mix Mitchell,William Samuel Johnson,William Samuel Johnson
4628,Charles Thomson, Judges appointed in Case of South Carolina vs. Georgia, Judges appointed in Case of South Carolina vs. Georgia
4629,Rufus King,James Bowdoin,James Bowdoin
4630,John Langdon,John Sullivan,John Sullivan
4631,Charles Thomson,Jeremiah Wadsworth,Jeremiah Wadsworth
4632, Rhode Island Delegates,John Collins,John Collins
4633,James Monroe,James Madison,James Madison
4634,Timothy Bloodworth,Richard Caswell,Richard Caswell
4635,Henry Lee,George Washington,George Washington
4636,Rufus King,John Adams,John Adams
4637,James Monroe,James Madison,James Madison
4638,James Monroe,James Madison,James Madison
4639,Charles Thomson, Reverend John Ettwein, Reverend John Ettwein
4640,James White, President of Congress (Nathaniel Gorham), President of Congress (Nathaniel Gorham)
4641,Charles Thomson, Governor of North Carolina, Governor of North Carolina
4642,Charles Thomson, Governor of South Carolina, Governor of South Carolina
4643,Charles Thomson, Governor of Georgia, Governor of Georgia
4644,Rufus King,Address before Massachusetts House of Representatives,Address before Massachusetts House of Representatives
4645,Henry Lee,George Washington,George Washington
4646,James White,Nathaniel Gorham,Nathaniel Gorham
4647,James Monroe,Thomas Jefferson,Thomas Jefferson
4648,Charles Thomson,Richard Butler,Richard Butler
4649,Charles Thomson, Reverend John Ettwein, Reverend John Ettwein
4650,Charles Thomson, Several States, Several States
4651,Henry Lee,George Washington,George Washington
4652,Charles Pettit,Benjamin Franklin,Benjamin Franklin
4653,Rufus King,Elbridge Gerry,Elbridge Gerry
4654,Henry Lee,James Madison,James Madison
4655,Henry Lee,Henry St. George Tucker,Henry St. George Tucker
4656,Nathaniel Gorham,James Bowdoin,James Bowdoin
4657,Charles Pettit,Benjamin Franklin,Benjamin Franklin
4658,Charles Thomson,George Read,George Read
4659,Henry Lee,James Madison,James Madison
4660,Charles Thomson,Certain States,Certain States
4661, Massachusetts Delegates,James Bowdoin,James Bowdoin
4662,Nathaniel Gorham,Thomas Ivers,Thomas Ivers
4663, Maryland Delegates,William Smallwood,William Smallwood
4664,John Henry,William Smallwood,William Smallwood
4665,Charles Thomson, Several States, Several States
4666,John Kean,John Jay,John Jay
4667,Rufus King,Elbridge Gerry,Elbridge Gerry
4668,John Henry,William Smallwood,William Smallwood
4669,William Blount,Richard Caswell,Richard Caswell
4670,Charles Pettit,Thomas Mifflin,Thomas Mifflin
4671,Nathan Dane,Address before Massachusetts House of Representatives,Address before Massachusetts House of Representatives
4672,Charles Thomson, Several States, Several States
4673,Henry Lee,George Washington,George Washington
4674,John Kean,John Jay,John Jay
4675,Roger Alden,William Samuel Johnson,William Samuel Johnson
4676,William Blount,Richard Caswell,Richard Caswell
4677,Rufus King,Nathan Dane,Nathan Dane
4678,Stephen Mix Mitchell,William Samuel Johnson,William Samuel Johnson
4679,William Grayson,James Monroe,James Monroe
