id,Label,Source,Target,Type,Timestamp
1369,Henry Laurens,Henry Laurens,Lachlan Mcintosh,Directed,1777-08-11
1370,James Lovell,James Lovell,William Whipple,Directed,1777-08-11
1371,Henry Laurens,Henry Laurens,John Rutledge,Directed,1777-08-12
1372,Nathaniel Folsom,Nathaniel Folsom,Josiah Bartlett,Directed,1777-08-12
1373,Charles Carroll of Carrollton,Charles Carroll of Carrollton,Benjamin Franklin,Directed,1777-08-12
1374,John Hancock,John Hancock,Horatio Gates,Directed,1777-08-14
1375,Henry Laurens,Henry Laurens,William Thomson,Directed,1777-08-17
1376,Henry Laurens,Henry Laurens,John Rutledge,Directed,1777-08-17
1377,Henry Marchant,Henry Marchant,Nicholas Cooke,Directed,1777-08-17
1378,John Hancock,John Hancock,George Washington,Directed,1777-08-17
1379,James Lovell,James Lovell,William Whipple,Directed,1777-08-18
1380,John Adams,John Adams,James Warren,Directed,1777-08-18
1381,Henry Laurens,Henry Laurens,John Rutledge,Directed,1777-08-19
1382,John Adams,John Adams,Mrs. Adams,Directed,1777-08-19
1383,George Frost,George Frost,Josiah Bartlett,Directed,1777-08-19
1384,George Frost,George Frost,Josiah Bartlett,Directed,1777-08-19
1385,William Paca,William Paca,Thomas Johnson jr.,Directed,1777-08-19
1386,Henry Laurens,Henry Laurens,Joseph Clay,Directed,1777-08-20
1387,John Adams,John Adams,Mrs. Adams,Directed,1777-08-20
1388,Benjamin Harrison,Benjamin Harrison,George Washington,Directed,1777-08-20
1389,Roger Sherman,Roger Sherman,Horatio Gates,Directed,1777-08-20
1390,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-08-21
1391,John Adams,John Adams,Mrs. Adams,Directed,1777-08-21
1392,James Lovell,James Lovell,Oliver Wolcott,Directed,1777-08-21
1393,John Hancock,John Hancock,George Washington,Directed,1777-08-21
1394,New Hampshire Delegates,New Hampshire Delegates,Meshech Weare,Directed,1777-08-22
1395,John Hancock,John Hancock,George Washington,Directed,1777-08-22
1396,James Duane,James Duane,Philip Schuyler,Directed,1777-08-23
1397,Cornelius Harnett,Cornelius Harnett,Richard Caswell,Directed,1777-08-23
1398,John Hancock,John Hancock, Pennsylvania Council,Directed,1777-08-23
1399,Henry Marchant,Henry Marchant,Nicholas Cooke,Directed,1777-08-24
1400,John Hancock,John Hancock, New Hampshire Assembly,Directed,1777-08-25
1401,Richard Henry Lee,Richard Henry Lee,Thomas Jefferson,Directed,1777-08-25
1402,Henry Laurens,Henry Laurens,Heads of Inquiry as to State of Army,Directed,1777-08-27
1403,Henry Laurens,Henry Laurens,Lachlan Mcintosh,Directed,1777-09-01
1404,New Hampshire Delegates,New Hampshire Delegates,Meshech Weare,Directed,1777-09-02
1405,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-09-02
1406,Committee of Intelligence,Committee of Intelligence,George Washington,Directed,1777-09-02
1407,James Duane,James Duane,Robert R. Livingston,Directed,1777-09-03
1408,John Hancock,John Hancock,Israel riitiiani,Directed,1777-09-03
1409,Robert Morris,Robert Morris,William Whipple,Directed,1777-09-04
1410,Committee of CoiiRress,Committee of CoiiRress,Joseph Trumbull,Directed,1777-09-05
1411,John Hancock,John Hancock,William Livingston,Directed,1777-09-05
1412,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-09-05
1413,Committee of Congress,Committee of Congress,George Washington,Directed,1777-09-06
1414,John Hancock,John Hancock,George Washington,Directed,1777-09-04
1415,James Lowell,James Lowell,Joseph Trumbull,Directed,1777-09-07
1416,Kliphalet Dyer,Kliphalet Dyer,Joseph Trumbull,Directed,1777-09-07
1417,James Lowell,James Lowell,Vicomte dv Mauroy,Directed,1777-09-08
1418,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1777-09-08
1419,John Adams,John Adams,Mrs. Adams,Directed,1777-09-08
1420,John Hancock,John Hancock,George Washington,Directed,1777-09-09
1421,Henry Laurens,Henry Laurens,John Rutledge,Directed,1777-09-10
1422,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-09-12
1423,John Hancock,John Hancock,George Washington,Directed,1777-09-12
1424,John Hancock,John Hancock,William Livingston,Directed,1777-09-12
1425,John Hancock,John Hancock,George Washington,Directed,1777-09-13
1426,Samuel Chase,Samuel Chase,Thomas Johnson jr.,Directed,1777-09-13
1427,John Adams,John Adams,Mrs. Adams,Directed,1777-09-14
1428,Henry Laurens,Henry Laurens,George Galphin,Directed,1777-09-16
1429,Henry Marchant,Henry Marchant, Rhode Island Assembly,Directed,1777-09-17
1430,James Lovell,James Lovell,William Whipple,Directed,1777-09-17
1431,William Williams,William Williams,Jonathan Trumbull,Directed,1777-09-17
1432,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-09-17
1433,John Adams,John Adams,Diary,Directed,1777-09-18
1434,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-09-18
1435,John Adams,John Adams,Diary,Directed,1777-09-19
1436,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-09-20
1437,Charles Carroll of Carrollton,Charles Carroll of Carrollton,George Washington,Directed,1777-09-22
1438,James Lovell,James Lovell,Joseph Trumbull,Directed,1777-09-23
1439,Elbridge Gerry,EIbridge Gerry,George Washington,Directed,1777-09-24
1440,Elbridge Gerry,Elbridge Gerry,George Washington,Directed,1777-09-25
1441,Cornelius Harnett,Cornelius Harnett,William Wilkinson,Directed,1777-09-25
1442,Jolin Hancock,Jolin Hancock,George Washington,Directed,1777-09-26
1443,Cornelius Harnett,Cornelius Harnett,Richard Caswell,Directed,1777-09-27
1444,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-09-28
1445,John Hancock,John Hancock,George Washington,Directed,1777-09-30
1446,John Adams,John Adams,Mrs. Adams,Directed,1777-09-30
1447,William Williams,William Williams,Jonathan Trumbull,Directed,1777-09-30
1448,Daniel Roberdeau,Daniel Roberdeau,Thomas Wharton jr.,Directed,1777-10-01
1449,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-10-02
1450,John Hancock,John Hancock, Massachusetts Council,Directed,1777-10-03
1451,James Duane,James Duane,George Clinton,Directed,1777-10-03
1452,John Penn,John Penn,Richard Caswell,Directed,1777-10-05
1453,John Hancock,John Hancock,Robert Morris,Directed,1777-10-05
1454,James Duane,James Duane,Philip Schuyler,Directed,1777-10-05
1455,James Duane,James Duane,Jonathan Trumbull jr.,Directed,1777-10-05
1456,James Lovell,James Lovell,Horatio Gates,Directed,1777-10-05
1457,Committee of Foreign Affairs,Committee of Foreign Affairs, Commissioners in Paris,Directed,1777-10-06
1458,John Hancock,John Hancock,John Nixon,Directed,1777-10-06
1459,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1777-10-08
1460,John Hancock,John Hancock, Massachusetts Council,Directed,1777-10-08
1461,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-10-08
1462,James Duane,James Duane,Philip Schuyler,Directed,1777-10-09
1463,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-10-09
1464,Samuel Chase,Samuel Chase,Thomas Johnson jr.,Directed,1777-10-10
1465,Cornelius Harnett,Cornelius Harnett,Richard Caswell,Directed,1777-10-10
1466,Henry Laurens,Henry Laurens,John Laurens,Directed,1777-10-10
1467,Daniel Roberdeau,Daniel Roberdeau,Thomas Wharton jr.,Directed,1777-10-10
1468,William Williams,William Williams,Jonathan Trumbull,Directed,1777-10-11
1469,Eliphalet Dyer,Eliphalet Dyer,John Sullivan,Directed,1777-10-11
1470,John Hancock,John Hancock,George Washington,Directed,1777-10-12
1471,Thomas Burke,Thomas Burke,John Sullivan,Directed,1777-10-12
1472,Daniel Roberdeau,Daniel Roberdeau,Thomas Wharton jr.,Directed,1777-10-14
1473,John Hancock,John Hancock,George Washington,Directed,1777-10-14
1474,Henry Laurens,Henry Laurens,John Laurens,Directed,1777-10-16
1475,Henry Laurens,Henry Laurens,John Rutledge,Directed,1777-10-16
1476,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-10-16
1477,Richard Henry Lee,Richard Henry Lee,Hall,Directed,1777-10-17
1478,Richard Henry Lee,Richard Henry Lee,Sellers,Directed,1777-10-17
1479,John Hancock,John Hancock,George Washington,Directed,1777-10-17
1480,John Harvie,John Harvie,Thomas Jefferson,Directed,1777-10-17
1481,John Hancock,John Hancock,Mrs. Hancock,Directed,1777-10-18
1482,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-10-18
1483,Henry Laurens,Henry Laurens,John Rutledge,Directed,1777-10-19
1484,Henry Laurens,Henry Laurens,Robert Howe,Directed,1777-10-20
1485,North Carolina Delegates,North Carolina Delegates,Richard Caswell,Directed,1777-10-20
1486,Richard Henry Lee,Richard Henry Lee,George Washington,Directed,1777-10-20
1487,William Williams,William Williams,Jabez Huntington,Directed,1777-10-22
1488,Eliphalet Dyer,Eliphalet Dyer,John Sullivan,Directed,1777-10-23
1489,John Adams,John Adams,Mrs. Adams,Directed,1777-10-24
1490,Henry Marchant,Henry Marchant,Nicholas Cooke,Directed,1777-10-24
1491,Committee of Congress,Committee of Congress,Jasper Yeates,Directed,1777-10-24
1492,Committee of Congress,Committee of Congress,Edward Hand,Directed,1777-10-24
1493,Committee of Congress,Committee of Congress,unknown,Directed,1777-10-24
1494,John Adams,John Adams,Mrs. Adams,Directed,1777-10-25
1495,John Hancock,John Hancock,George Washington,Directed,1777-10-25
1496,John Hancock,John Hancock,Thomas Jefferson,Directed,1777-10-25
1497,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1777-10-25
1498,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1777-10-27
1499,John Adams,John Adams,Mrs Adams,Directed,1777-10-28
1500,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1777-10-28
1501,Samuel Adams,Samuel Adams,James Warren,Directed,1777-10-29
1502,Samuel Adams,Samuel Adams,James Warren,Directed,1777-10-30
1503,Daniel Roberdeau,Daniel Roberdeau,Edward Hand,Directed,1777-10-30
1504,Nathaniel Folsom,Nathaniel Folsom,Josiah Bartlett,Directed,1777-10-30
1505,Daniel Roberdeau,Daniel Roberdeau,Timothy Matlack,Directed,1777-11-01
1506,Richard Henry Lee,Richard Henry Lee,Thomas Mifflin,Directed,1777-11-02
1507,Board of War,Board of War,Horatio Gates,Directed,1777-11-02
1508,James Lovell,James Lovell,William Whipple,Directed,1777-11-03
1509,Roger Sherman,Roger Sherman,Richard Henry Lee,Directed,1777-11-03
1510,Samuel Adams,Samuel Adams,James Warren,Directed,1777-11-04
1511,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-11-04
1512,William Williams,William Williams,Joseph Trumbull,Directed,1777-11-04
1513,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-11-04
1514,Henry Laurens,Henry Laurens,Horatio Gates,Directed,1777-11-05
1515,Eliphalet Dyer,Eliphalet Dyer,Horatio Gates,Directed,1777-11-05
1516,James Lovell,James Lovell,Horatio Gates,Directed,1777-11-05
1517,William Duer,William Duer,George Clinton,Directed,1777-11-09
1518,Daniel Roberdeau,Daniel Roberdeau,Thomas Wharton jr.,Directed,1777-11-10
1519,Cornelius Harnett,Cornelius Harnett,Thomas Burke,Directed,1777-11-13
1520,Henry Laurens,Henry Laurens,George Washington,Directed,1777-11-13
1521,Pennsylvania Delegates,Pennsylvania Delegates,Thomas Wharton jr.,Directed,1777-11-13
1522,Henry Laurens,Henry Laurens,Israel Putnam,Directed,1777-11-14
1523,Henry Laurens,Henry Laurens,Horatio Gates,Directed,1777-11-14
1524,Richard Henry Lee,Richard Henry Lee,Samuel Adams,Directed,1777-11-15
1525,Thomas Burke,Thomas Burke,Notes on Articles of Confederation,Directed,1777-11-15
1526,Thomas Burke,Thomas Burke,R03ks concerning Confederation,Directed,1777-11-15
1527,Henry Laurens,Henry Laurens,Jolm Lewis ncrvais,Directed,1777-11-18
1528,Jonathan Ehner,Jonathan Ehner,William Maxwell,Directed,1777-11-18
1529,James Duane,James Duane,Philip Schuyler,Directed,1777-11-19
1530,Henry Laurens,Henry Laurens,George Washington,Directed,1777-11-19
1531,John Penn,John Penn,William Woodford,Directed,1777-11-05
1532,Daniel Roberdeau,Daniel Roberdeau,Thomas Wharton jr.,Directed,1777-11-19
1533,Cornelius Harnett,Cornelius Harnett,Thomas Hurke,Directed,1777-11-20
1534,Richard Henry Lee,Richard Henry Lee,George Washington,Directed,1777-11-20
1535,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1777-11-21
1536,Commercial Committee,Commercial Conmiittec,Edward Hand,Directed,1777-11-21
1537,James Duane,James Duane, New York Council of Safety,Directed,1777-11-21
1538,Henry Laurens,Henry Laurens,George Washington,Directed,1777-11-22
1539,Henry Laurens,Henry Laurens,Horatio Gates,Directed,1777-11-23
1540,Richard Henry Lee,Richard Henry Lee,Samuel Adams,Directed,1777-11-23
1541,Richard Henry Lee,Richard Henry Lee,Meshech Weare,Directed,1777-11-24
1542,Henry Laurens,Henry Laurens,Richard Caswell,Directed,1777-11-25
1543,James Lovell,James Lovell,Horatio Gates,Directed,1777-11-27
1544,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-11-27
1545,Henry Laurens,Henry Laurens,Horatio Gates,Directed,1777-11-28
1546,William Williams,William Williams,Joseph Trumbull,Directed,1777-11-28
1547,William Williams,William Williams,Jonathan Trumbull,Directed,1777-11-28
1548,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-11-28
1549,Henry Laurens,Henry Laurens,Horatio Gates,Directed,1777-11-29
1550,Henry Laurens,Henry Laurens,John Laurens,Directed,1777-11-30
1551,William Ellery,William Ellery,Nicholas Cooke,Directed,1777-11-30
1552,Cornelius Harnett,Cornelius Harnett,William Wilkinson,Directed,1777-11-30
1553,Henry Laurens,Henry Laurens,John Rutledge,Directed,1777-12-01
1554,Henry Laurens,Henry Laurens,Robert Treat Paine,Directed,1777-12-03
1555,James Lovell,James Lovell,Richard Henry Lee,Directed,1777-12-08
1556,James Lovell,James Lovell,John Adams,Directed,1777-12-08
1557,James Lovell,James Lovell,Samuel Adams,Directed,1777-12-08
1558,Cornelius Harnett,Cornelius Harnett,Thomas Burke,Directed,1777-12-08
1559,Cornelius Harnett,Cornelius Harnett,William Wilkinson,Directed,1777-12-08
1560,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-12-08
1561,Committee of Congress,Committee of Congress,George Washington,Directed,1777-12-10
1562,Henry Laurens,Henry Laurens, Continental Congress,Directed,1777-12-12
1563,William Ellery,William Ellery,Nicholas Cooke,Directed,1777-12-14
1564,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-12-15
1565,James Duane,James Duane,Horatio Gates,Directed,1777-12-16
1566,James Duane,James Duane,Philip Schuyler,Directed,1777-12-16
1567,Jonathan Bayard Smith,Jonathan Bayard Smith,George Bryan,Directed,1777-12-19
1568,Jonathan Bayard Smith,Jonathan Bayard Smith,George Bryan,Directed,1777-12-19
1569,Henry Laurens,Henry Laurens,Philip Schuyler,Directed,1777-12-20
1570,James Lovell,James Lovell,Samuel Adams,Directed,1777-12-20
1571,Abraham Clark,Abraham Clark,Lord Stirling,Directed,1777-12-20
1572,Elbridge Gerry,Elbridge Gerry,Robert Morris,Directed,1777-12-21
1573,Jonathan Bayard Smith,Jonathan Bayard Smith,Thomas Wharton jr.,Directed,1777-12-22
1574,Henry Laurens,Henry Laurens,William Heath,Directed,1777-12-23
1575,William Ellery,William Ellery,William Whipple,Directed,1777-12-23
1576,Daniel Roberdeau,Daniel Roberdeau,Thomas Wharton jr.,Directed,1777-12-24
1577,Henry Laurens,Henry Laurens,James Duane,Directed,1777-12-24
1578,Daniel Roberdeau,Daniel Roberdeau,Thomas Wharton jr.,Directed,1777-12-26
1579,Henry Laurens,Henry Laurens,William Heath,Directed,1777-12-27
1580,Daniel Roberdeau,Daniel Roberdeau,George Bryan,Directed,1777-12-29
1581,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-12-30
1582,Francis Lightfoot Lee,Francis Lightfoot Lee,Thomas W^harton jr.,Directed,1777-12-30
1583,Francis Lightfoot Lee,Francis Lightfoot Lee,Thomas Johnson jr.,Directed,1777-12-31
1584,Henry Laurens,Henry Laurens,Robert Morris,Directed,1778-01-01
1585,Charles Thomson,Charles Thomson,Robert Morris,Directed,1778-01-01
1586,James Lovell,James Lovell,Samuel Adams,Directed,1778-01-02
1587,Henry Laurens,Henry Laurens, Navy Board,Directed,1778-01-02
1588,Nathaniel Folsom,Nathaniel Folsom,Josiah Bartlett,Directed,1778-01-02
1589,John Wirspoon,John Wirspoon,Speech on Convention with Burgoyne,Directed,1778-01-02
1590,John Penn,John Penn,Jethro Sumner,Directed,1778-01-02
1591,Henry Laurens,Henry Laurens,Jonathan Trumbull jr.,Directed,1778-01-03
1592,Henry Laurens,Henry Laurens,Jean de Kermovan,Directed,1778-01-03
1593,Henry Laurens,Henry Laurens,Nicholas Cooke,Directed,1778-01-03
1594,William Ellery,William Ellery,Nicholas Cooke,Directed,1778-01-04
1595,Henry Laurens,Henry Laurens,William Heath,Directed,1778-01-05
1596,Henry Laurens,Henry Laurens,George Washington,Directed,1778-01-05
1597,Henry Laurens,Henry Laurens,Jonathan Trumbull,Directed,1778-01-05
1598,Jonathan Bayard Smith,Jonathan Bayard Smith,Timothy Matlack,Directed,1778-01-05
1599,Francis Lewis,Francis Lewis,Pierre Van Cortlandt,Directed,1778-01-05
1600,Francis Lewis,Francis Lewis,Evert Bancker,Directed,1778-01-05
1601,Henry Laurens,Henry Laurens,Jean de Kermovan,Directed,1778-01-06
1602,Henry Laurens,Henry Laurens,Ephraim Blaine,Directed,1778-01-06
1603,Henry Laurens,Henry Laurens,William Heath,Directed,1778-01-08
1604,Henry Laurens,Henry Laurens,Notes on Burgoyne's Letter to Gates,Directed,1778-01-08
1605,Henry Laurens,Henry Laurens,John Laurens,Directed,1778-01-08
1606,Henry Laurens,Henry Laurens,Thomas Johnson jr.,Directed,1778-01-12
1607,Henry Laurens,Henry Laurens,Richard Caswell,Directed,1778-01-12
1608,Henry Laurens,Henry Laurens,Samuel Purviance,Directed,1778-01-12
1609,Henry Laurens,Henry Laurens,Robert Purviance,Directed,1778-01-12
1610,James Duane,James Duane,Henry Laurens,Directed,1778-01-12
1611,Henry Laurens,Henry Laurens,Marquis de Lafayette,Directed,1778-01-12
1612,James Lovell,James Lovell,Samuel Adams,Directed,1778-01-13
1613,Elbridge Gerry,Elbridge Gerry,George Washington,Directed,1778-01-13
1614,Henry Laurens,Henry Laurens,William Heath,Directed,1778-01-14
